timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1616242234873,101,HTTP Request,200,OK,Thread Group 1-2,text,true,,15002,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,95,0,0
1616242234867,109,HTTP Request,200,OK,Thread Group 1-4,text,true,,15028,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,103,0,0
1616242234895,96,HTTP Request,200,OK,Thread Group 1-3,text,true,,15025,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,88,0,0
1616242234914,100,HTTP Request,200,OK,Thread Group 1-5,text,true,,15006,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,91,0,0
1616242234918,102,HTTP Request,200,OK,Thread Group 1-1,text,true,,15045,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,100,0,0
1616242234977,100,HTTP Request,200,OK,Thread Group 1-4,text,true,,15035,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,94,0,0
1616242234975,110,HTTP Request,200,OK,Thread Group 1-2,text,true,,14978,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,104,0,0
1616242234992,102,HTTP Request,200,OK,Thread Group 1-3,text,true,,15011,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,92,0,0
1616242235021,101,HTTP Request,200,OK,Thread Group 1-1,text,true,,15104,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,89,0,0
1616242235015,107,HTTP Request,200,OK,Thread Group 1-5,text,true,,15088,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,100,0,0
1616242235078,99,HTTP Request,200,OK,Thread Group 1-4,text,true,,15041,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,93,0,0
1616242235095,105,HTTP Request,200,OK,Thread Group 1-3,text,true,,15047,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,92,0,0
1616242235086,114,HTTP Request,200,OK,Thread Group 1-2,text,true,,15867,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,101,0,0
1616242235123,98,HTTP Request,200,OK,Thread Group 1-5,text,true,,14999,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,93,0,0
1616242235123,103,HTTP Request,200,OK,Thread Group 1-1,text,true,,15099,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,101,0,0
1616242235177,121,HTTP Request,200,OK,Thread Group 1-4,text,true,,15064,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,120,0,0
1616242235201,108,HTTP Request,200,OK,Thread Group 1-2,text,true,,15098,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,106,0,0
1616242235201,108,HTTP Request,200,OK,Thread Group 1-3,text,true,,15002,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,107,0,0
1616242235227,96,HTTP Request,200,OK,Thread Group 1-1,text,true,,15128,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,89,0,0
1616242235222,102,HTTP Request,200,OK,Thread Group 1-5,text,true,,15041,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,99,0,0
1616242235299,115,HTTP Request,200,OK,Thread Group 1-4,text,true,,14998,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,111,0,0
1616242235310,108,HTTP Request,200,OK,Thread Group 1-2,text,true,,15020,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,102,0,0
1616242235310,108,HTTP Request,200,OK,Thread Group 1-3,text,true,,14993,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,105,0,0
1616242235324,105,HTTP Request,200,OK,Thread Group 1-1,text,true,,15013,140,5,5,http://www.google.com/?Email=abcd@yahoo.com,98,0,0
1616242235324,110,HTTP Request,200,OK,Thread Group 1-5,text,true,,15047,140,4,4,http://www.google.com/?Email=abcd@yahoo.com,105,0,0
1616242235415,111,HTTP Request,200,OK,Thread Group 1-4,text,true,,15031,140,4,4,http://www.google.com/?Email=abcd@yahoo.com,103,0,0
1616242235419,114,HTTP Request,200,OK,Thread Group 1-3,text,true,,14987,140,4,4,http://www.google.com/?Email=abcd@yahoo.com,110,0,0
1616242235419,119,HTTP Request,200,OK,Thread Group 1-2,text,true,,15098,140,4,4,http://www.google.com/?Email=abcd@yahoo.com,114,0,0
1616242235435,114,HTTP Request,200,OK,Thread Group 1-5,text,true,,15028,140,3,3,http://www.google.com/?Email=abcd@yahoo.com,109,0,0
1616242235527,105,HTTP Request,200,OK,Thread Group 1-4,text,true,,15023,140,3,3,http://www.google.com/?Email=abcd@yahoo.com,103,0,0
1616242235534,106,HTTP Request,200,OK,Thread Group 1-3,text,true,,14998,140,3,3,http://www.google.com/?Email=abcd@yahoo.com,99,0,0
1616242235550,100,HTTP Request,200,OK,Thread Group 1-5,text,true,,15081,140,3,3,http://www.google.com/?Email=abcd@yahoo.com,95,0,0
1616242235633,111,HTTP Request,200,OK,Thread Group 1-4,text,true,,15036,140,3,3,http://www.google.com/?Email=abcd@yahoo.com,106,0,0
1616242235641,104,HTTP Request,200,OK,Thread Group 1-3,text,true,,15041,140,3,3,http://www.google.com/?Email=abcd@yahoo.com,98,0,0
1616242235652,96,HTTP Request,200,OK,Thread Group 1-5,text,true,,15008,140,2,2,http://www.google.com/?Email=abcd@yahoo.com,94,0,0
1616242235745,102,HTTP Request,200,OK,Thread Group 1-4,text,true,,15071,140,2,2,http://www.google.com/?Email=abcd@yahoo.com,97,0,0
1616242235749,118,HTTP Request,200,OK,Thread Group 1-5,text,true,,15090,140,2,2,http://www.google.com/?Email=abcd@yahoo.com,118,0,0
1616242235848,107,HTTP Request,200,OK,Thread Group 1-4,text,true,,15015,140,2,2,http://www.google.com/?Email=abcd@yahoo.com,101,0,0
1616242235868,114,HTTP Request,200,OK,Thread Group 1-5,text,true,,15059,140,1,1,http://www.google.com/?Email=abcd@yahoo.com,107,0,0
1616242235983,103,HTTP Request,200,OK,Thread Group 1-5,text,true,,15008,140,1,1,http://www.google.com/?Email=abcd@yahoo.com,97,0,0
1616242236087,100,HTTP Request,200,OK,Thread Group 1-5,text,true,,15035,140,1,1,http://www.google.com/?Email=abcd@yahoo.com,95,0,0
